wallet,score
0x05250b39a5c97c289c79ce2c83f3af8dd60aa438,407.00273168510165
0x01397d68308d2a94865ffe0f84d26e94b6df1234,405.03876361781505
0x04c18cbf703c72591f1800b52d801a948f55e00c,401.56675007546124
0x03630da783ae465b0afb812f7bc6374d677b0829,400.35720511433993
0x02b56b480fd9350fc83dbe2918a76c60232b4001,400.13350536225533
0x0314d69c14328bed45a45f96a75400f733164e13,399.63405424220673
0x05ea34e37b28962b9f17fce9cff68637ebb80e58,399.4087479172697
0x03148e5d55d5a2382c644e78910d13cdb7218235,399.11117862596984
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,398.0869100474088
0x05ebf7b089a859af295b4f4d96673edcb5ef6621,396.7874467806397
0x037bf6a1e7b137f824f46313317e033ffeceb613,395.68451958208027
0x01213e995cd6272ebbb929311b50787296f25600,395.52015528974937
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,395.0778410109892
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,394.3862832873323
0x03e4c2f13d937db549d35f606fc74a1034de362b,394.14854593319143
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,393.03556106284753
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,391.865644552394
0x02b4d35435f702921a56b5c993c999b6b8eab1df,391.6353461552213
0x02946828dba18fcb7cd09e9ebf891ceaa1bd7aa6,391.44757495808756
0x05097c27631f3c41237c7abef075c4b8e281eae7,391.37802945885807
0x017b69d5d9325f15c278a658a619a49bdb4d6665,391.14492264599403
0x05b4600b2e54b7bf090f39c2c6e7c70d0a571838,390.1115927102412
0x03247269bad6aa35ef79ff7f674d714c64d26611,389.599023922052
0x026de7b3d021dd600438f69e49c0e34495bf0edc,388.97444408717496
0x023f57cc43fb63b4d6d5a18f8f656d828c40e489,388.25271979792484
0x029de7a8c9511978c4795beccf60553d36318cfd,387.5750975999549
0x008183a11eacc113e85007bd14bfbd6da3f687f9,386.9524672437102
0x04469b770821cec9cc3a1e8dc92e4635faf9bca6,386.68148758944875
0x028f328c1e4ca62717b830db377ee1582bc1ece2,385.96800564457095
0x03f2c10fa31be77d666ee1e326e3a1178c425974,385.2157234991383
0x03f4ac46922f745a7088e92df0a9b37f299e5614,385.18558964614914
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,385.1069745069694
0x04eefaeb6f90a5627dba307c15a65acf3e589573,385.0713520852586
0x0168459886bd2aa322c18ed0b209887095afcacb,384.87570069531705
0x02b05a37642df584a9586ffd1008b1898f470835,384.45770510764083
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,383.985086337135
0x050bcc773c1dd7b78624291f1ca3facb690ef09c,383.92845189416914
0x024053954b25e537a1eec0473d59e9d5e0b54200,383.27945057504667
0x049569adb8a1e8a9349e9f1111c7b7993a4612eb,383.2004084770658
0x02ebc38f9ddaebc16f4a2f4e9c90cee0b9eac910,382.44304044881625
0x009330f669003eada06b676b6e5cb77415471e7e,382.29904601179186
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,382.24580967595745
0x02736d5c8dcea65539993d143a3de90cebca9c3c,382.0391454583925
0x0572826741f58b2ffabc6fe2b196ea77993442d8,381.91041457016615
0x002de04d579930686698abab5f48bda0b24fb9fc,381.84518904326865
0x05f0b984052bafd32557c5edc33dd380c2e32762,381.74674245384114
0x05390ba1f2c390fb4c69a252f9292e06552e76b0,381.6109982863459
0x045751c6c2dc89cb7d5976649eb63de2b2d77f5b,381.4327350437602
0x004d71c111862702272e6beccdaafb07c9b96c37,381.2989322318062
0x029bcb2e9d1e503e747dea7d0a55ebc055f9b03b,380.95071330235044
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,380.8316759247678
0x02803ab2f41603f75d57ab98871baf84b0c80e90,380.7978417988158
0x0281531ebed0d369e29f29bb4295be46113e422b,380.68237026658824
0x035648071a7ebb842fc55a01e44ce01ab8b844ed,380.6539270103176
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,380.6439634197081
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,380.47203749961454
0x02e07cc7e01b1ca69c0a6de55bfd9b99a8f0af3a,380.45788857103554
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,380.12072984454517
0x033ffcf5d843a16da224f62b5cb1c4980310f796,379.9166530272369
0x0351c5599f6d7a0306c02e5c5b3b76f789b395a0,379.7637542826487
0x02faf4316dcb9330751f3677436aa849aa93851b,379.7454097762044
0x025792a600b4844383a838f9ca9d97394ad23369,379.72722437367037
0x010b19435d2bcae650c41af62440e2de08444026,379.68159591295944
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,379.67173056277693
0x030d9f55c7f7589034b829a87bf3bd84d6682a18,379.59972436776206
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,379.5710907424584
0x05de2c64e8b7d2b85c1e45843c3e97db0d3dd0ff,379.4687614510377
0x0258aa61198204d52dbed666326bed75b3a09126,379.46660847359897
0x000e9bd1d42999446d60ff60f1fb3afb13604202,379.4287573837705
0x03917b0fc420092b18dcb24e719f44600211eb45,379.37474874632215
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,379.29781113113114
0x05f54eaf83bb7cb628a6424beb527eed605ac610,379.2117152093027
0x0122a648094d10ea18ae72673aea0334fae4d3a5,379.16344557132174
0x0130b68a18a612892374e1eefbb0697a291215f1,379.15918824753055
0x02f11fe7a88805f3afbe76f28d0ee7b090d4e99b,379.1302333288414
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,379.0860365006313
0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,379.0844258054945
0x000f7f22bfc28d940d4b68e13213ab17cf107790,378.94405572395897
0x047ea31614fc085ce7b80412fbab65fd51a8bb7a,378.8826072314709
0x02aa6d3779d28383d69cd4221cd7dc2685011337,378.8353067559507
0x04b8b16b405662a4d14e27d943036dbd31aab01a,378.6239807649161
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,378.5436416930513
0x01daab3d40bdda5b8125c4aecbaef6ee2f262efa,378.49261737630627
0x02577874b50993e03070e7c7eefa78eac31cadd5,378.34854850039375
0x0487fed00e5f5e81507b1cd6e851b741a4a020fd,378.3335530269198
0x00d831f24309b3271297f19b8e9be846c8c531c4,378.3012535540128
0x042a154ede61e25b4220cbc83e76c79f8c0d3926,378.29514738075795
0x03851f30cc29d86ee87a492f037b16642838a357,378.2852607349084
0x028d10812993bf789c9c8789316f03e1985f07f2,378.2622382609888
0x05be5be4e9a8f3d2592e36386c9340d1ae330d68,378.2583301301066
0x05a9015530f7e4261797b1506af6fb4d8981f918,378.1775946099837
0x0214c5c41f5249166aab9a12213ac0e2119d2cc8,378.1063572611115
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,378.08414500599906
0x04b2c599c7edc44ffbcd800cf946d5f46db7836c,378.0188380847605
0x005ae07a1782019253917d76334a0579ac3a9b64,378.01503579236413
0x023234656d0c392c955965ed34e5b4862ffd1574,378.0082909636785
0x0014dfac19477a83d7354e6eaac28642c1959398,378.0061407052286
0x0357ee511a77d1981d2d79e076f9608be771c85b,377.95136329899
0x001bc97d92e1a30b02d4e75be25f06063555d556,377.92744600825307
0x026e0a569b23b6afac6520a977fcb83192f370f1,377.9260160777401
0x0615774010b017e7ec09d228ef37d06564a1d825,377.8358864177579
0x05c2879f011db90cbe5387c8415fc8fe5e81efda,377.8070178836094
0x04f004eb2431e8f79fe0c671c807ecb2f5cc71ff,377.788236524544
0x035b27ed461b13990c0b9ed0e01c08d0d44cd033,377.7867554535143
0x037949068f0cff6d57d7253398e60577ccd86dd3,377.786691987304
0x0451864cdd0cb179893eb91057da7746b5b1973b,377.78637122086224
0x05da09fd7515bd600b89b89c0039d09bd91bf0c2,377.7735108177189
0x04ecb5f063d5ffbaf3268af1a3ccaac296f74121,377.71549653562784
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,377.68294450243155
0x04d3878b491afb02abaec1dc7964e69cd01781be,377.67747169469834
0x0553aeaaa787ca5bbca6e172d3fde33957ff4b91,377.5597329208277
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,377.54755959325104
0x058aebff10cdc3057570cfc360ab9754da0d1241,377.50596495229445
0x04d1e3032002bf14d508b9be1272bcd391991740,377.4714287476447
0x0577ba0a9145afa894becc8f2387711fd48a6e04,377.44523640214084
0x047a1f7235a03aa9016061b16b54da901044fe0e,377.43447846345316
0x000000000a38444e0a6e37d3b630d7e855a7cb13,377.4079702228141
0x03ed358b4ea92c6ff41ebf5f0f8f22847b993d2f,377.37602675438006
0x003a85c562730b196f7cba202a2515f2ff855736,377.3744703449639
0x060ad357c1f777fb031e7404ac26ee88b5a704b5,377.37274690530296
0x055c23e9781d408895ce4d6f3f3fb6e5ad55f730,377.36883339371565
0x02d7da92ffbe43fc603bb8b5c5ccc032dc616d51,377.3526760966083
0x0464349e7012a83c965d672e9eca3896a1260624,377.3514859590302
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,377.34392515300533
0x055622a2fda7d6f3b813adcc70a32203e2eabc58,377.33437972699136
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,377.2997796800918
0x05b2ad74e7387fa6a6feacc6465f7c5ccb4f9803,377.2481264326006
0x056a2909f81c63a6b18798c335a3f593402489c5,377.19986718501445
0x05d2d40448ec264b542a3b2c308789796bce9e1e,377.1067591133987
0x02b42cadcb1d54d586d7b19c4b40ccb858d61640,377.0955816918922
0x045fd671c4d7da33629475def9ababecc339c020,377.061173146185
0x020793b7db7551b1d70877579370096b3db0db07,377.0374615433699
0x04bed630357309dc193bebce09a2ae1381166b33,377.0138809211453
0x04381813e17b6198435cdb83712d11d0eabd3217,377.01069335077403
0x013274aa75bbc3bd7acff906e564edbbb50dce08,376.96860531957884
0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,376.9611176349002
0x05b26f4df5372eefabb23039b69e2eabc8684666,376.9538273878611
0x0080bdce06d56ce3911ad7f73e4c3bbd577e267b,376.9404926954131
0x04fc43e8f4da7fbae135cb0ae73b8913d8e044d8,376.9269396077365
0x041a89f3b7ad2eecbfd280a4ec567ed88bd67f49,376.8709672023714
0x0269ae21dbae267fb041ee16ba8500dd0fde2f2d,376.8529833459606
0x0144c47df1cc4d52ff115f758918dc42a9db48aa,376.8456818490276
0x0309146e7b8baefa23f193632ef74602768af954,376.84551749107374
0x028e086f46912e677b909e30500c535aa10766b9,376.8344916286001
0x0108678baac8accdcbff80294564f74725330907,376.81281557733735
0x023dc0303836189bf3f921476a51ce6898f180ad,376.7833415525511
0x0421267a711db1c6b8f9fa72f3dda8d4df1f6bad,376.77122573187245
0x017c4d3aff4d726da43846579fe49c3646abd6a6,376.7349917188308
0x05aeaabd4b221dc741b0213dedc1c2fe3613e2c0,376.7107271732757
0x0556ba62cf5325e058d1ab758f76e9c0bb201ed9,376.70969248150936
0x05e09b56ec91620f9bab354c573712e446f8eb11,376.7038577402594
0x04261f3a4f4e244b80ed7e3d8b7ff28abd6c4dc9,376.6550495038318
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,376.63087691500147
0x054f52abacec7481b912135356da0e893af5a36b,376.5751815050507
0x04998145f9615270181f46cacd96e3fb2275bb64,376.5516555361235
0x02924ba1974a33fe4563a1f2b762847a2233d496,376.53030669360794
0x0255c9d3850caca1152aeb20425c264787661692,376.45259089016747
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,376.433676721547
0x0257ffe501e6d7670c5510b6d8a558eddea79475,376.4225172813497
0x0524c91701fcc461c90b3120769b5f295f706a16,376.4072365339863
0x005ab5979532d34dc60a4582597464df0b5a7c87,376.36029152595006
0x02bee0a17903cc1f2f48b4514ec23aae547fe4a3,376.3547312406537
0x02eb1d753bea18fd83562467a321dcd88d9773f1,376.2001378459449
0x000e840a3122ec28d0c29321db172375cb049762,376.19495068715133
0x038e8cdb75c6677cfed6854e8b315066f9a909f0,376.1929855278225
0x03158305104b385e1a566fa7153dfb13da15f410,376.184378004074
0x05ab8ff4726dfb3d965dcf606e570b734d66254d,376.1652971208967
0x021690c899ae56dbcf851ba0305659d39b557622,376.13690433514705
0x05d5b5d8f81b61ae473cf223aac694f13517a939,376.1255451705142
0x03d813abfba88e76407d09ef92e05f164ac1a985,376.08902989406766
0x02a5c129419ffe445e6c07357715994a513741f6,376.08267609802107
0x0293fafe77e87627af48a55ec2129f769a9cb270,376.0676653506098
0x00000029ff545c86524ade7caf132527707948c4,376.0523542448368
0x007e4e679e14f17d62607418f546e2d97d9e5a61,376.04927622612325
0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b,376.0465911680373
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,376.0038427282012
0x00120ea6fdbaf057eadc1bd149f957488444e92c,375.99993119882083
0x0340af84322e83ae445c375c10a6ac90989b85f6,375.9786805946454
0x05264ed450de7be1e0a4aeda3fb73d23e2abeb7e,375.9608789137932
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,375.94369818525314
0x030347c0ef50f625e3172ddeabb921067e85730c,375.9100661137623
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,375.8811684217007
0x0524f2b8765ee3a1a033311ddc9e2dcaad34b8c3,375.8613013624208
0x005e5cac6eb7637edf689403e01b86bda451ef61,375.85025853611916
0x022a109627e1f304eb65977c61b99b0b894868e5,375.79290447411256
0x05dfa941764538a29be71d32a462ae96facffb02,375.7786193581906
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,375.76589643411893
0x05a4a3c1fe0916ec75df97a03cb0d8b8408ec402,375.7609523112696
0x0499f8afe7234321fd3da64116141431fc08ff35,375.7451314715685
0x004403abb2246c48ac770e30e7b36e3b16e152a1,375.7437111149618
0x030745377d953913b2af2a64d961287ff800f7e0,375.741119272178
0x009c52172355d5729543a64832249638822ff8c9,375.7239531478172
0x03e494ce05a440729ab5fef38d46a84406e54501,375.70696706376526
0x04e51339af9f53915c2ad3a955b13c9ba5a67433,375.70661190001897
0x0027f7335d610f15b325baa5798414548720fcaa,375.6708794039581
0x028216b8e4ddc7b4272eea40afbaecca24f30b46,375.665823027369
0x050d9f92aaad5c4fb676e3e4f233e18e6f167698,375.6614050475398
0x02b0f2fdd791d194a5d941579a696894d67c38b2,375.6534138501814
0x027ec37fe00524dbeeae9c6ba96164f84eca09bb,375.6529141134098
0x04537c1eeaa19e1b8692c81ff68e9d403d0396ab,375.6426086897712
0x05b43571094e8613c2e993b4a8534ef974e84d75,375.6279265142555
0x00010a708585ba4812a1c5976182626c75cb7a6b,375.6266703246217
0x0421fa1f9f228934332cc11de6f66497f43fb734,375.625319844339
0x0358c2ab1c477f338776d96c01a0a53f9dba4d0f,375.6159719595364
0x0268f26c311fee1e2652b78e0f4b186239bb30e3,375.61094104095565
0x02ca089c541a1e8d8cec24e066d7ffe2085cc528,375.5985214754643
0x024fa9444a644ca26705a48486b05d74292412aa,375.5839664027233
0x049eebc628e60f804daae62df6c3715b9273b2c2,375.53745316081427
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,375.53395700931463
0x0062cb1c249a8579e155794dc86960e4f88af402,375.5309804290966
0x020989d06ab6d1900d1152ea3fb4a756e3ec096e,375.511969765941
0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c,375.5116211325271
0x03c383f45deeb131f370304336603fda77eb9620,375.500908166536
0x01771a278c3fab69735aaeb38872469489e7716d,375.4978144250865
0x035daa8f8ad585b1059d5fe5476e2bf4237218de,375.48826130058023
0x026a55d367905cc892280e5ba04d64e9d745b86c,375.4071084393706
0x009990e99b12f7ebcc594fb721fe56e4f88ac27e,375.3978773100171
0x052afaf0299673d62d22fd60d585fb6f0284ec47,375.3913933087083
0x026ad6ecd5124809d5f3b393f6a94ac195ca55b9,375.3832558909846
0x008426fc298852d92a4a2b3607aa384a51c4b65a,375.3717658544423
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,375.3358004398346
0x03f8420b1754b086ed30543f071fbd8282c5fa84,375.3356920528518
0x053a19dbc9fd177b7d71de03d9ff7475e89f9d53,375.32914657210205
0x058b7ae6b79a769d365eb52883369b6fda899ec5,375.32254797905995
0x01f0592d70220b0bc1802d27d90c22ff40dd7161,375.3154486241236
0x0611afbf50787361164004b2596719e5116b7315,375.3130118246
0x029f19fc5a2425a4f04c3e1f6855af0afbcc3c93,375.291419944381
0x057313f0809f338763ddfc005e43ca7d9fac0a10,375.2715222127135
0x04c9ea8aaa2bf73bd0301a314d8d865b89843587,375.23940696815646
0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e,375.2199399600141
0x0092f6fe26d0c54f9e60326e8d93cf6770cdf494,375.17261540706136
0x039f620be875aa9c3d70fe9cf27a7c9192a8001c,375.1687174444482
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,375.1450849484453
0x05c001fc9f8bb3f2de12f4901532aec7cad3d446,375.1440822605371
0x04e6e7c324cfb56173d2028e18bf3207b169a71a,375.1437583607748
0x04e2b5c5d91f7f630d36142043d8a1752af689c0,375.0790935842914
0x058e6cf8872e54f8196b0dfb354344906a0798a6,375.05896388944257
0x058b6e3812f85da4468cf55d98361436bc8e34f6,375.02997650322885
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,375.0191416506402
0x0202ef0ff22c58039de970c4460c9ebd2ed6b309,375.0058629243759
0x01dd5d5d0b0bb5bf8dbf7e6d6d8a711578534a58,374.9800345434805
0x0003816b25fd3d6c112eb65c089760fa3f791947,374.9775188240559
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,374.9479394193571
0x036161ee78969e00d3ea480f2139357fd77247ac,374.9171010028005
0x035a38a537384f981b611cc598f9f36cdc3542dc,374.8873160654584
0x01b8884b83882069d08c86b053bb1027d04dce96,374.8816732014155
0x03d59b1566576e7b64e7c43fcc3fff5ecd4c1b43,374.87481341383364
0x027af3fec91de9714ad0540be7b03487f332238d,374.8130441297127
0x0351c94cae69947448969ca8b6fef20dfe14203b,374.7918987717509
0x046afddbc4e4fe503ddd2b952f7d849d1270ab3f,374.7817704932574
0x01f62341f6eb0b03584fca08c165aee0312b1084,374.7277707343793
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,374.70731374656845
0x01f890b15fc99eccfb75b97c6fa0da97deef966e,374.69429842077466
0x0588fc09cfb90f057eb8bd46344ab483b7c42dd1,374.6740085580889
0x0354a4de7462a6987cb9390d5bd065c9b98d34cf,374.67330464615407
0x0282887135e0d365f4e4875870f86bbdaf1e39c9,374.666256300943
0x0474f11e0367edde612e0119f62aad7695dd86d5,374.64001131283493
0x049262af9167e1fd91c668cea2500eac72bd6df7,374.63379668989154
0x057639a8a802d8f5ce025dd6dc149ba1d17d234f,374.62690700290767
0x035e72ef297547349d8ce3573ebb8e10dc639816,374.61302942188024
0x0125c79621229bd96a4fd6c71b7a8d276fd5db97,374.60657170083095
0x0197295055068f266f8654ef428a91239839c2d5,374.56198436748093
0x000fbfec300959d0f2f327728a889c1f5de8e2df,374.54190763106845
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,374.53038300501083
0x05ebdbd59a1cde6b913a4d7345e6a8de1ec9ee30,374.5204349352543
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,374.5179471252893
0x0264ac5bc4626a76eb59a761b1075a36c7b2b860,374.50823769362916
0x052f97b6d5fbb925ec65f963bab19b444798b568,374.45840499658516
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,374.3715174227733
0x026a45e4ee23f6777ef668cc21ce816e791926fa,374.2987938297966
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,374.22237828852235
0x04cd5ffd4e9ef854e03b7e9fe865301b540048c2,374.18905098175776
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,374.1683225312714
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,374.15467971736126
0x020be4338b750b85c73e598bf468e505a8eb76ea,374.0966388788061
0x0350520a1e54dd49848db2ee24540713f2620c55,374.09471211639897
0x05b95e058f04185f3aa8c47f025c2ce00a50ad6e,374.0724037164732
0x0465130e29be525707f2e38726e1465d632efbbf,374.069390102373
0x04c66a0474f1c6dee2a36fc6254f60989ba2651a,374.042067416304
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,374.01768799992425
0x01b06d543b68067f7d78427d651b1190c10e0456,374.01191983207235
0x01b19a62cba8bbc553b0137257f72371c826c403,374.0114103516724
0x013e074822e7776516a0c69dce430ec1fdb26c0d,373.9828608268244
0x018650dae189c5083dcbec8ae1edcf8b83e08380,373.97450374732693
0x04cda19cb300c98a5ff01a9bafc907e8751268d8,373.97196558138154
0x05255995c8c766e4f71c48c0dd3c3e001d9a34d2,373.94293010656537
0x0595088cc2e0fca96cd7815633d0ff2cd3e7bbc7,373.9266558756569
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,373.89509806241546
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,373.88482918480275
0x060cf7710b40686fd903894b9f65d10589d73f28,373.84151981784305
0x0598b27a62dfed32267c65f71d212636828a5599,373.8254814732673
0x033ea4c2e32eab510cb29d8c492dd4c1171cea50,373.80034701950046
0x0553d865f1b279d87fe296ad28af11b02a7274ef,373.7904947970967
0x02cb8ddf0e9fd20bedcdf13d765996870928864f,373.7599567276331
0x04ec042478e6aa2a0a655edc088f3cc39cf0a7dc,373.75941381964674
0x010f6b049a5e8e963060b283486795630e5d83e2,373.7438285239172
0x04c3611d4504b454f1309e0f523db8d0f95feac2,373.7161777964404
0x01d56c115f9afd657dd4eeb9ece38d6cf73975d6,373.71162223441604
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,373.70224375029545
0x03161e579198971cff2dd1769da7758e34b6976c,373.68692181253465
0x0425cc2a2750fa8042700973e776774a6f639e96,373.62295909477854
0x0472fb73541e18716446b3c52d4221c8f78de7ae,373.5835531228171
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,373.55957103467875
0x033a10f0fa3a846f441f7d7469a2352f910443ad,373.55265461471595
0x019d10463c5c800b84d6527e112e131109611527,373.5283027675686
0x04d34271e0216a8e3bab7598557112f70a06dc48,373.5002570814679
0x055d4bc9855caba4d63b3276fddb0334060c5573,373.4988804057578
0x05f0397c6dd5eb63b5ad51f9e7e87d0823e7632a,373.49701623121894
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,373.48535563556516
0x021b65231f1b70a5bc05e3f6099339494b72275c,373.47849781118117
0x0428305a45309c9f296a6cce4bc9550af727a324,373.4556816454052
0x03df1de3f2b9c9113a431eabc78264a01a2c2d50,373.4542079991301
0x0613036cbb45c3eeaabdea389df101d6022f3684,373.45186144286816
0x00b49bd7e1a75f98a82ca101909994e52a90e990,373.44652035485205
0x01cf5fff6ee551a7d3fdbb32c6a8ad9ef31c4829,373.4425768248139
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,373.4003824832766
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,373.3546216960675
0x033df985bd88c096ceb0bae2545d35f18eecdfb4,373.3452671541586
0x027e9fac2d42f779d2232b76e31a3b7cbd955d70,373.2462819202833
0x02744561ef8292feec44b87d08e8961bb4e29bd8,373.1981467583425
0x057d1a2b6ee1c3f1e478adb3059fd1541900e26f,373.18230571118045
0x0170de25446302e7ff2e3093c6b77350dfd2b643,373.1587222067875
0x01f39cba6f6ca1cbe205655f397db9abc6cb05ef,373.15019550559896
0x049940feda4277b7f01ef10fca0b975c541d8fca,373.11790527800025
0x027fcbfa8ac860652c516b16a2f02080917489d2,373.04109440330785
0x05cf60b657103efcd42f75a5e10a29a92e181f4b,372.98677473440733
0x031c7807637ecec27d158bd4156c954e682a2f54,372.98216087164985
0x02238e3ff83f90c8299663119271d24a105158fa,372.93660334175945
0x033185ecc07fe116859d5fc721802d724b85c4e7,372.93591922108106
